,@type,eg:amount_beneficiaries,eg:county,eg:indicator,eg:n_beneficiaries,eg:state
408,eg:Record,453000,Marengo,Survivors / Widow(er)s and parents,425,Alabama
409,eg:Record,167000,Marengo,Survivors / Children,225,Alabama
410,eg:Record,1726000,Marengo,Disability / Disabled workers,1530,Alabama
411,eg:Record,5000,Marengo,Disability / Spouses,15,Alabama
412,eg:Record,121000,Marengo,Disability / Children,355,Alabama
413,eg:Record,2492000,Marengo,Aged 65 or older / Men,1575,Alabama
414,eg:Record,6263000,Marion,Retirement / Retired workers,4900,Alabama
415,eg:Record,126000,Marion,Retirement / Spouses,200,Alabama
416,eg:Record,47000,Marion,Retirement / Children,70,Alabama
417,eg:Record,618000,Marion,Survivors / Widow(er)s and parents,540,Alabama
418,eg:Record,212000,Marion,Survivors / Children,270,Alabama
419,eg:Record,1932000,Marion,Disability / Disabled workers,1690,Alabama
420,eg:Record,8000,Marion,Disability / Spouses,25,Alabama
421,eg:Record,118000,Marion,Disability / Children,310,Alabama
422,eg:Record,3276000,Marion,Aged 65 or older / Men,2255,Alabama
423,eg:Record,18431000,Marshall,Retirement / Retired workers,13995,Alabama
424,eg:Record,415000,Marshall,Retirement / Spouses,625,Alabama
425,eg:Record,144000,Marshall,Retirement / Children,225,Alabama
426,eg:Record,1951000,Marshall,Survivors / Widow(er)s and parents,1700,Alabama
427,eg:Record,624000,Marshall,Survivors / Children,790,Alabama
428,eg:Record,5047000,Marshall,Disability / Disabled workers,4455,Alabama
429,eg:Record,19000,Marshall,Disability / Spouses,70,Alabama
430,eg:Record,268000,Marshall,Disability / Children,790,Alabama
431,eg:Record,9915000,Marshall,Aged 65 or older / Men,6575,Alabama
432,eg:Record,75908000,Mobile,Retirement / Retired workers,54825,Alabama
433,eg:Record,2211000,Mobile,Retirement / Spouses,2940,Alabama
434,eg:Record,803000,Mobile,Retirement / Children,1120,Alabama
435,eg:Record,8987000,Mobile,Survivors / Widow(er)s and parents,7145,Alabama
436,eg:Record,3329000,Mobile,Survivors / Children,4185,Alabama
437,eg:Record,20466000,Mobile,Disability / Disabled workers,17630,Alabama
438,eg:Record,94000,Mobile,Disability / Spouses,280,Alabama
439,eg:Record,1196000,Mobile,Disability / Children,3275,Alabama
440,eg:Record,40909000,Mobile,Aged 65 or older / Men,25740,Alabama
441,eg:Record,4507000,Monroe,Retirement / Retired workers,3365,Alabama
442,eg:Record,80000,Monroe,Retirement / Spouses,120,Alabama
443,eg:Record,65000,Monroe,Retirement / Children,90,Alabama
444,eg:Record,479000,Monroe,Survivors / Widow(er)s and parents,430,Alabama
445,eg:Record,203000,Monroe,Survivors / Children,265,Alabama
446,eg:Record,1687000,Monroe,Disability / Disabled workers,1395,Alabama
447,eg:Record,9000,Monroe,Disability / Spouses,30,Alabama
448,eg:Record,119000,Monroe,Disability / Children,345,Alabama
449,eg:Record,2453000,Monroe,Aged 65 or older / Men,1595,Alabama
450,eg:Record,38880000,Montgomery,Retirement / Retired workers,28155,Alabama
451,eg:Record,869000,Montgomery,Retirement / Spouses,1100,Alabama
452,eg:Record,338000,Montgomery,Retirement / Children,510,Alabama
453,eg:Record,3482000,Montgomery,Survivors / Widow(er)s and parents,2930,Alabama
454,eg:Record,1458000,Montgomery,Survivors / Children,1980,Alabama
455,eg:Record,10875000,Montgomery,Disability / Disabled workers,9665,Alabama
456,eg:Record,33000,Montgomery,Disability / Spouses,105,Alabama
457,eg:Record,662000,Montgomery,Disability / Children,2000,Alabama
458,eg:Record,19401000,Montgomery,Aged 65 or older / Men,12440,Alabama
459,eg:Record,25845000,Morgan,Retirement / Retired workers,18290,Alabama
460,eg:Record,689000,Morgan,Retirement / Spouses,905,Alabama
461,eg:Record,202000,Morgan,Retirement / Children,270,Alabama
462,eg:Record,2812000,Morgan,Survivors / Widow(er)s and parents,2205,Alabama
463,eg:Record,813000,Morgan,Survivors / Children,970,Alabama
464,eg:Record,6221000,Morgan,Disability / Disabled workers,5065,Alabama
465,eg:Record,35000,Morgan,Disability / Spouses,110,Alabama
466,eg:Record,333000,Morgan,Disability / Children,905,Alabama
467,eg:Record,13798000,Morgan,Aged 65 or older / Men,8455,Alabama
468,eg:Record,1601000,Perry,Retirement / Retired workers,1375,Alabama
469,eg:Record,24000,Perry,Retirement / Spouses,45,Alabama
470,eg:Record,14000,Perry,Retirement / Children,30,Alabama
471,eg:Record,166000,Perry,Survivors / Widow(er)s and parents,195,Alabama
472,eg:Record,98000,Perry,Survivors / Children,140,Alabama
473,eg:Record,800000,Perry,Disability / Disabled workers,765,Alabama
474,eg:Record,3000,Perry,Disability / Spouses,10,Alabama
475,eg:Record,57000,Perry,Disability / Children,190,Alabama
476,eg:Record,799000,Perry,Aged 65 or older / Men,630,Alabama
477,eg:Record,4020000,Pickens,Retirement / Retired workers,3130,Alabama
478,eg:Record,83000,Pickens,Retirement / Spouses,130,Alabama
479,eg:Record,42000,Pickens,Retirement / Children,65,Alabama
480,eg:Record,374000,Pickens,Survivors / Widow(er)s and parents,370,Alabama
481,eg:Record,172000,Pickens,Survivors / Children,225,Alabama
482,eg:Record,1547000,Pickens,Disability / Disabled workers,1355,Alabama
483,eg:Record,5000,Pickens,Disability / Spouses,20,Alabama
484,eg:Record,107000,Pickens,Disability / Children,310,Alabama
485,eg:Record,2187000,Pickens,Aged 65 or older / Men,1515,Alabama
486,eg:Record,5472000,Pike,Retirement / Retired workers,4250,Alabama
487,eg:Record,81000,Pike,Retirement / Spouses,125,Alabama
488,eg:Record,44000,Pike,Retirement / Children,65,Alabama
489,eg:Record,494000,Pike,Survivors / Widow(er)s and parents,460,Alabama
490,eg:Record,191000,Pike,Survivors / Children,255,Alabama
491,eg:Record,1574000,Pike,Disability / Disabled workers,1470,Alabama
492,eg:Record,3000,Pike,Disability / Spouses,10,Alabama
493,eg:Record,93000,Pike,Disability / Children,280,Alabama
494,eg:Record,2868000,Pike,Aged 65 or older / Men,1955,Alabama
495,eg:Record,5210000,Randolph,Retirement / Retired workers,4095,Alabama
496,eg:Record,78000,Randolph,Retirement / Spouses,115,Alabama
497,eg:Record,48000,Randolph,Retirement / Children,70,Alabama
498,eg:Record,394000,Randolph,Survivors / Widow(er)s and parents,360,Alabama
499,eg:Record,157000,Randolph,Survivors / Children,190,Alabama
500,eg:Record,1518000,Randolph,Disability / Disabled workers,1270,Alabama
501,eg:Record,6000,Randolph,Disability / Spouses,20,Alabama
502,eg:Record,78000,Randolph,Disability / Children,225,Alabama
503,eg:Record,2736000,Randolph,Aged 65 or older / Men,1895,Alabama
504,eg:Record,9420000,Russell,Retirement / Retired workers,7365,Alabama
505,eg:Record,177000,Russell,Retirement / Spouses,260,Alabama
506,eg:Record,74000,Russell,Retirement / Children,125,Alabama
507,eg:Record,1009000,Russell,Survivors / Widow(er)s and parents,925,Alabama
508,eg:Record,375000,Russell,Survivors / Children,480,Alabama
509,eg:Record,3564000,Russell,Disability / Disabled workers,2915,Alabama
510,eg:Record,17000,Russell,Disability / Spouses,65,Alabama
511,eg:Record,248000,Russell,Disability / Children,685,Alabama
512,eg:Record,4685000,Russell,Aged 65 or older / Men,3285,Alabama
513,eg:Record,16778000,St. Clair,Retirement / Retired workers,11880,Alabama
514,eg:Record,426000,St. Clair,Retirement / Spouses,590,Alabama
515,eg:Record,143000,St. Clair,Retirement / Children,190,Alabama
516,eg:Record,1921000,St. Clair,Survivors / Widow(er)s and parents,1510,Alabama
517,eg:Record,649000,St. Clair,Survivors / Children,770,Alabama
518,eg:Record,4829000,St. Clair,Disability / Disabled workers,3995,Alabama
519,eg:Record,16000,St. Clair,Disability / Spouses,55,Alabama
520,eg:Record,313000,St. Clair,Disability / Children,860,Alabama
521,eg:Record,9097000,St. Clair,Aged 65 or older / Men,5720,Alabama
522,eg:Record,41788000,Shelby,Retirement / Retired workers,26390,Alabama
523,eg:Record,1266000,Shelby,Retirement / Spouses,1415,Alabama
524,eg:Record,272000,Shelby,Retirement / Children,340,Alabama
525,eg:Record,3569000,Shelby,Survivors / Widow(er)s and parents,2485,Alabama
526,eg:Record,1129000,Shelby,Survivors / Children,1155,Alabama
527,eg:Record,6924000,Shelby,Disability / Disabled workers,5235,Alabama
528,eg:Record,22000,Shelby,Disability / Spouses,60,Alabama
529,eg:Record,468000,Shelby,Disability / Children,1080,Alabama
530,eg:Record,22781000,Shelby,Aged 65 or older / Men,12350,Alabama
531,eg:Record,2183000,Sumter,Retirement / Retired workers,1790,Alabama
532,eg:Record,41000,Sumter,Retirement / Spouses,65,Alabama
533,eg:Record,19000,Sumter,Retirement / Children,35,Alabama
534,eg:Record,234000,Sumter,Survivors / Widow(er)s and parents,250,Alabama
535,eg:Record,98000,Sumter,Survivors / Children,135,Alabama
536,eg:Record,977000,Sumter,Disability / Disabled workers,915,Alabama
537,eg:Record,2000,Sumter,Disability / Spouses,10,Alabama
538,eg:Record,53000,Sumter,Disability / Children,170,Alabama
539,eg:Record,1120000,Sumter,Aged 65 or older / Men,810,Alabama
540,eg:Record,15931000,Talladega,Retirement / Retired workers,11915,Alabama
541,eg:Record,312000,Talladega,Retirement / Spouses,460,Alabama
542,eg:Record,133000,Talladega,Retirement / Children,185,Alabama
543,eg:Record,1597000,Talladega,Survivors / Widow(er)s and parents,1415,Alabama
544,eg:Record,588000,Talladega,Survivors / Children,725,Alabama
545,eg:Record,6688000,Talladega,Disability / Disabled workers,5780,Alabama
546,eg:Record,16000,Talladega,Disability / Spouses,50,Alabama
547,eg:Record,392000,Talladega,Disability / Children,1080,Alabama
548,eg:Record,8509000,Talladega,Aged 65 or older / Men,5625,Alabama
549,eg:Record,10441000,Tallapoosa,Retirement / Retired workers,7615,Alabama
550,eg:Record,144000,Tallapoosa,Retirement / Spouses,190,Alabama
551,eg:Record,67000,Tallapoosa,Retirement / Children,95,Alabama
552,eg:Record,699000,Tallapoosa,Survivors / Widow(er)s and parents,615,Alabama
553,eg:Record,287000,Tallapoosa,Survivors / Children,360,Alabama
554,eg:Record,3594000,Tallapoosa,Disability / Disabled workers,3035,Alabama
555,eg:Record,6000,Tallapoosa,Disability / Spouses,20,Alabama
556,eg:Record,212000,Tallapoosa,Disability / Children,620,Alabama
557,eg:Record,5399000,Tallapoosa,Aged 65 or older / Men,3495,Alabama
558,eg:Record,32790000,Tuscaloosa,Retirement / Retired workers,23070,Alabama
559,eg:Record,738000,Tuscaloosa,Retirement / Spouses,945,Alabama
560,eg:Record,297000,Tuscaloosa,Retirement / Children,415,Alabama
561,eg:Record,3127000,Tuscaloosa,Survivors / Widow(er)s and parents,2490,Alabama
562,eg:Record,1388000,Tuscaloosa,Survivors / Children,1670,Alabama
563,eg:Record,10676000,Tuscaloosa,Disability / Disabled workers,8945,Alabama
564,eg:Record,43000,Tuscaloosa,Disability / Spouses,120,Alabama
565,eg:Record,691000,Tuscaloosa,Disability / Children,1910,Alabama
566,eg:Record,17114000,Tuscaloosa,Aged 65 or older / Men,10570,Alabama
567,eg:Record,14877000,Walker,Retirement / Retired workers,10645,Alabama
568,eg:Record,519000,Walker,Retirement / Spouses,715,Alabama
569,eg:Record,174000,Walker,Retirement / Children,230,Alabama
570,eg:Record,2097000,Walker,Survivors / Widow(er)s and parents,1720,Alabama
571,eg:Record,786000,Walker,Survivors / Children,930,Alabama
572,eg:Record,5859000,Walker,Disability / Disabled workers,4805,Alabama
573,eg:Record,34000,Walker,Disability / Spouses,80,Alabama
574,eg:Record,374000,Walker,Disability / Children,885,Alabama
575,eg:Record,8635000,Walker,Aged 65 or older / Men,5360,Alabama
576,eg:Record,3590000,Washington,Retirement / Retired workers,2625,Alabama
577,eg:Record,121000,Washington,Retirement / Spouses,175,Alabama
578,eg:Record,80000,Washington,Retirement / Children,115,Alabama
579,eg:Record,442000,Washington,Survivors / Widow(er)s and parents,385,Alabama
580,eg:Record,173000,Washington,Survivors / Children,210,Alabama
581,eg:Record,1267000,Washington,Disability / Disabled workers,1030,Alabama
582,eg:Record,8000,Washington,Disability / Spouses,25,Alabama
583,eg:Record,91000,Washington,Disability / Children,225,Alabama
584,eg:Record,2121000,Washington,Aged 65 or older / Men,1350,Alabama
585,eg:Record,2197000,Wilcox,Retirement / Retired workers,1750,Alabama
586,eg:Record,57000,Wilcox,Retirement / Spouses,90,Alabama
587,eg:Record,84000,Wilcox,Retirement / Children,125,Alabama
588,eg:Record,269000,Wilcox,Survivors / Widow(er)s and parents,285,Alabama
589,eg:Record,185000,Wilcox,Survivors / Children,260,Alabama
590,eg:Record,1055000,Wilcox,Disability / Disabled workers,975,Alabama
591,eg:Record,6000,Wilcox,Disability / Spouses,20,Alabama
592,eg:Record,104000,Wilcox,Disability / Children,290,Alabama
593,eg:Record,1265000,Wilcox,Aged 65 or older / Men,900,Alabama
594,eg:Record,5177000,Winston,Retirement / Retired workers,4045,Alabama
595,eg:Record,135000,Winston,Retirement / Spouses,210,Alabama
596,eg:Record,37000,Winston,Retirement / Children,60,Alabama
597,eg:Record,630000,Winston,Survivors / Widow(er)s and parents,560,Alabama
598,eg:Record,157000,Winston,Survivors / Children,200,Alabama
599,eg:Record,1622000,Winston,Disability / Disabled workers,1425,Alabama
600,eg:Record,6000,Winston,Disability / Spouses,20,Alabama
601,eg:Record,102000,Winston,Disability / Children,270,Alabama
602,eg:Record,2887000,Winston,Aged 65 or older / Men,1975,Alabama
603,eg:Record,180000,Aleutians East,Retirement / Retired workers,120,Alaska
604,eg:Record,3000,Aleutians East,Retirement / Spouses,5,Alaska
605,eg:Record,1000,Aleutians East,Retirement / Children,5,Alaska
606,eg:Record,19000,Aleutians East,Survivors / Widow(er)s and parents,15,Alaska
607,eg:Record,10000,Aleutians East,Survivors / Children,5,Alaska
608,eg:Record,16000,Aleutians East,Disability / Disabled workers,15,Alaska
609,eg:Record,0,Aleutians East,Disability / Spouses,0,Alaska
610,eg:Record,0,Aleutians East,Disability / Children,0,Alaska
611,eg:Record,132000,Aleutians East,Aged 65 or older / Men,80,Alaska
612,eg:Record,238000,Aleutians West,Retirement / Retired workers,190,Alaska
613,eg:Record,2000,Aleutians West,Retirement / Spouses,5,Alaska
614,eg:Record,0,Aleutians West,Retirement / Children,0,Alaska
615,eg:Record,14000,Aleutians West,Survivors / Widow(er)s and parents,15,Alaska
616,eg:Record,9000,Aleutians West,Survivors / Children,10,Alaska
617,eg:Record,12000,Aleutians West,Disability / Disabled workers,10,Alaska
618,eg:Record,0,Aleutians West,Disability / Spouses,0,Alaska
619,eg:Record,0,Aleutians West,Disability / Children,5,Alaska
620,eg:Record,150000,Aleutians West,Aged 65 or older / Men,105,Alaska
621,eg:Record,36137000,Anchorage,Retirement / Retired workers,25410,Alaska
622,eg:Record,935000,Anchorage,Retirement / Spouses,1160,Alaska
623,eg:Record,427000,Anchorage,Retirement / Children,695,Alaska
624,eg:Record,2522000,Anchorage,Survivors / Widow(er)s and parents,1930,Alaska
625,eg:Record,1500000,Anchorage,Survivors / Children,1695,Alaska
626,eg:Record,5772000,Anchorage,Disability / Disabled workers,4975,Alaska
627,eg:Record,21000,Anchorage,Disability / Spouses,60,Alaska
628,eg:Record,331000,Anchorage,Disability / Children,995,Alaska
629,eg:Record,20500000,Anchorage,Aged 65 or older / Men,12830,Alaska
630,eg:Record,1070000,Bethel,Retirement / Retired workers,1000,Alaska
631,eg:Record,37000,Bethel,Retirement / Spouses,80,Alaska
632,eg:Record,55000,Bethel,Retirement / Children,95,Alaska
633,eg:Record,159000,Bethel,Survivors / Widow(er)s and parents,190,Alaska
634,eg:Record,153000,Bethel,Survivors / Children,250,Alaska
635,eg:Record,132000,Bethel,Disability / Disabled workers,145,Alaska
636,eg:Record,1000,Bethel,Disability / Spouses,5,Alaska
637,eg:Record,9000,Bethel,Disability / Children,25,Alaska
638,eg:Record,645000,Bethel,Aged 65 or older / Men,560,Alaska
639,eg:Record,152000,Bristol Bay,Retirement / Retired workers,105,Alaska
640,eg:Record,0,Bristol Bay,Retirement / Spouses,0,Alaska
641,eg:Record,0,Bristol Bay,Retirement / Children,0,Alaska
642,eg:Record,10000,Bristol Bay,Survivors / Widow(er)s and parents,10,Alaska
643,eg:Record,4000,Bristol Bay,Survivors / Children,5,Alaska
644,eg:Record,18000,Bristol Bay,Disability / Disabled workers,15,Alaska
645,eg:Record,0,Bristol Bay,Disability / Spouses,0,Alaska
646,eg:Record,0,Bristol Bay,Disability / Children,0,Alaska
647,eg:Record,102000,Bristol Bay,Aged 65 or older / Men,65,Alaska
648,eg:Record,283000,Denali,Retirement / Retired workers,210,Alaska
649,eg:Record,8000,Denali,Retirement / Spouses,10,Alaska
650,eg:Record,3000,Denali,Retirement / Children,5,Alaska
651,eg:Record,7000,Denali,Survivors / Widow(er)s and parents,5,Alaska
652,eg:Record,5000,Denali,Survivors / Children,5,Alaska
653,eg:Record,33000,Denali,Disability / Disabled workers,25,Alaska
654,eg:Record,0,Denali,Disability / Spouses,0,Alaska
655,eg:Record,0,Denali,Disability / Children,0,Alaska
656,eg:Record,177000,Denali,Aged 65 or older / Men,115,Alaska
657,eg:Record,409000,Dillingham,Retirement / Retired workers,345,Alaska
658,eg:Record,6000,Dillingham,Retirement / Spouses,10,Alaska
659,eg:Record,8000,Dillingham,Retirement / Children,15,Alaska
660,eg:Record,31000,Dillingham,Survivors / Widow(er)s and parents,35,Alaska
661,eg:Record,46000,Dillingham,Survivors / Children,60,Alaska
662,eg:Record,64000,Dillingham,Disability / Disabled workers,65,Alaska
663,eg:Record,0,Dillingham,Disability / Spouses,0,Alaska
664,eg:Record,6000,Dillingham,Disability / Children,20,Alaska
665,eg:Record,239000,Dillingham,Aged 65 or older / Men,190,Alaska
666,eg:Record,10558000,Fairbanks North Star,Retirement / Retired workers,7895,Alaska
667,eg:Record,257000,Fairbanks North Star,Retirement / Spouses,330,Alaska
668,eg:Record,131000,Fairbanks North Star,Retirement / Children,200,Alaska
669,eg:Record,765000,Fairbanks North Star,Survivors / Widow(er)s and parents,595,Alaska
670,eg:Record,436000,Fairbanks North Star,Survivors / Children,485,Alaska
671,eg:Record,1703000,Fairbanks North Star,Disability / Disabled workers,1410,Alaska
672,eg:Record,7000,Fairbanks North Star,Disability / Spouses,20,Alaska
673,eg:Record,101000,Fairbanks North Star,Disability / Children,280,Alaska
674,eg:Record,6280000,Fairbanks North Star,Aged 65 or older / Men,4155,Alaska
675,eg:Record,541000,Haines,Retirement / Retired workers,465,Alaska
676,eg:Record,12000,Haines,Retirement / Spouses,20,Alaska
677,eg:Record,3000,Haines,Retirement / Children,5,Alaska
678,eg:Record,46000,Haines,Survivors / Widow(er)s and parents,35,Alaska
679,eg:Record,7000,Haines,Survivors / Children,10,Alaska
680,eg:Record,58000,Haines,Disability / Disabled workers,50,Alaska
